snap,redshift,CMx,CMy,CMz,Particles_in,Particles_out
d5004.57005.npy,0.17004,4.471454174287136e-06,2.4489437117203547e-06,2.9359346629569074e-06,56211.0,609.0
d5004.58314.npy,0.15005,4.21744927742675e-06,1.6557975145564252e-06,2.6260290476285263e-06,55176.0,1644.0
d5004.59580.npy,0.13006,3.29925089870137e-06,1.6533414251242978e-06,1.7661971249083447e-06,55235.0,1585.0
d5004.60876.npy,0.11009,2.7087114109168777e-06,1.638540188577692e-06,1.5597208228575648e-06,56122.0,698.0
d5004.62275.npy,0.09,2.134434435729161e-06,1.1022517819707539e-06,1.5526187309444906e-06,56313.0,507.0
d5004.63595.npy,0.07,1.452062163446188e-06,9.841643823764558e-07,1.3860255171966095e-06,56559.0,261.0
d5004.64731.npy,0.05007,9.790871472729828e-07,9.784841673632237e-07,9.336083789419381e-07,56624.0,196.0
d5004.65475.npy,0.04003,6.554567257239768e-07,9.662206156163722e-07,6.243741541998626e-07,56433.0,380.0
d5004.66953.npy,0.02002,5.148825969935914e-07,8.978449703694882e-07,4.211746805835386e-07,55166.0,1654.0
d5004.67822.npy,0.01005,4.582455113242964e-07,7.990820236288446e-07,3.748454657193494e-07,55166.0,1647.0
d5004.68502.npy,0.0,4.5910981329790773e-07,8.005006934133624e-07,3.7530830716062745e-07,55200.0,1620.0
