   330  1 0
   349  1 0
   350  1 0
   356  1 0
   365  1 0
   517  1 0
   525  1 0
   541  1 0
   548  1 0
   565  1 0
   583  1 0
   710  1 0
   721  1 0
   722  1 0
   723  1 0
   735  1 0
   736  1 0
   737  1 0
   757 -1 1
   768  1 0
   775  1 0
   789  1 0
   797  1 0
   807 -1 1
  1095  1 0
  1109  1 0
  1110  1 0
  1114  1 0
  1121  1 0
  1142  1 0
  1144  1 0
  1158  1 0
  1160 -1 1
  1177  1 0
  1211  1 0
  1212  1 0
  1223  1 0
  1229  1 0
  1621  1 0
  1623  1 0
  1625  1 0
  1626  1 0
  1630  1 0
  1645  1 0
  1648  1 0
  1650  1 0
  1654  1 0
  1668  1 0
  1669  1 0
  1670 -1 1
  1671  1 0
  1705  1 0
  1718  1 0
  1719 -1 1
  1747  1 0
  1748 -1 1
  1777  1 0
  1791  1 0
  1830  1 0
  1876  1 0
  1877  1 0
  1926  1 0
  1964  1 0
  1973  1 0
  2299 -1 1
  2320  1 0
  2321  1 0
  2322  1 0
  2323  1 0
  2325  1 0
  2327  1 0
  2329  1 0
  2330  1 0
  2337  1 0
  2338  1 0
  2343  1 0
  2344  1 0
  2345  1 0
  2348  1 0
  2356 -1 1
  2357  1 0
  2365  1 0
  2366  1 0
  2367 -1 3
  2370 -1 1
  2383  1 0
  2387  1 0
  2388 -1 3
  2391 -1 1
  2392  1 0
  2394 -1 1
  2409  1 0
  2420 -1 1
  2421 -1 1
  2439  1 0
  2447  1 0
  2450  1 0
  2467  1 0
  2494 -1 1
  2498  1 0
  2500 -1 1
  2501  1 0
  2529  1 0
  2557  1 0
  2611  1 0
  2615  1 0
  2639  1 0
  2657  1 0
  2677  1 0
  2679  1 0
  2694  1 0
  2997  1 0
  3000  1 0
  3001  1 0
  3003  1 0
  3024  1 0
  3025  1 0
  3026  1 0
  3029 -1 3
  3030 -1 1
  3032  1 0
  3037  1 0
  3042 -1 1
  3043  1 0
  3062  1 0
  3063  1 0
  3064  1 0
  3068 -1 3
  3070 -1 3
  3091  1 0
  3092 -1 1
  3120 -1 1
  3145 -1 1
  3172  1 0
  3174 -1 3
  3175  1 0
  3177 -1 1
  3226  1 0
  3227  1 0
  3231  1 0
  3258  1 0
  3285 -1 1
  3288  1 0
  3306  1 0
  3312  1 0
  3330 -1 1
  3380  1 0
  3393  1 0
  3399  1 0
  3834  1 0
  3835  1 0
  3838  1 0
  3854 -1 1
  3855  1 0
  3858  1 0
  3859  1 0
  3860  1 0
  3861  1 0
  3862  1 0
  3865  1 0
  3867  1 0
  3874  1 0
  3877 -1 3
  3879  1 0
  3880  1 0
  3881  1 0
  3885  1 0
  3886  1 0
  3887  1 0
  3893  1 0
  3894  1 0
  3896  1 0
  3900 -1 1
  3903 -1 2
  3914 -1 1
  3917 -1 1
  3921 -1 3
  3922 -1 1
  3925 -1 1
  3938  1 0
  3941  1 0
  3942 -1 1
  3943  1 0
  3950  1 0
  3970  1 0
  4029 -1 1
  4030  1 0
  4032  1 0
  4053 -1 1
  4055  1 0
  4076  1 0
  4077 -1 2
  4081  1 0
  4083  1 0
  4105  1 0
  4111  1 0
  4112  1 0
  4115  1 0
  4140  1 0
  4142  1 0
  4143 -1 1
  4161 -1 1
  4163  1 0
  4164  1 0
  4168  1 0
  4169  1 0
  4170  1 0
  4185  1 0
  4187  1 0
  4193  1 0
  4208 -1 1
  4211  1 0
  4238  1 0
  4239  1 0
  4254  1 0
  4255  1 0
  4256  1 0
  4260  1 0
  4720  1 0
  4723  1 0
  4724  1 0
  4731  1 0
  4755  1 0
  4757  1 0
  4758  1 0
  4759  1 0
  4772  1 0
  4788  1 0
  4790  1 0
  4794  1 0
  4796  1 0
  4797  1 0
  4801  1 0
  4803  1 0
  4818  1 0
  4819 -1 1
  4821  1 0
  4822  1 0
  4823 -1 1
  4825  1 0
  4827 -1 1
  4828 -1 1
  4829  1 0
  4832  1 0
  4837  1 0
  4838 -1 2
  4847  1 0
  4850  1 0
  4854  1 0
  4855 -1 2
  4858  1 0
  4859  1 0
  4869 -1 1
  4870 -1 1
  4871  1 0
  4872 -1 1
  4875  1 0
  4877  1 0
  4879  1 0
  4885  1 0
  4889 -1 3
  4890  1 0
  4891  1 0
  4905  1 0
  4906 -1 1
  4909 -1 1
  4910  1 0
  4920  1 0
  4922  1 0
  4925 -1 2
  4926 -1 3
  4939  1 0
  4941 -1 1
  4946 -1 1
  4954  1 0
  4957  1 0
  4959  1 0
  4963 -1 1
  4964  1 0
  4968  1 0
  4979 -1 3
  4981  1 0
  4983  1 0
  4992  1 0
  5002  1 0
  5003 -1 2
  5004 -1 3
  5005  1 0
  5007  1 0
  5030 -1 1
  5041  1 0
  5046  1 0
  5047  1 0
  5050  1 0
  5067 -1 1
  5068  1 0
  5071  1 0
  5084  1 0
  5087 -1 1
  5088  1 0
  5089 -1 3
  5090  1 0
  5091  1 0
  5107  1 0
  5124  1 0
  5126  1 0
  5128 -1 1
  5151 -1 1
  5164  1 0
  5168  1 0
  5184 -1 1
  5196  1 0
  5204  1 0
  5205  1 0
  5206  1 0
  5208  1 0
  5210 -1 1
  5234 -1 3
  5261  1 0
  5262  1 0
  5265 -1 2
  5271  1 0
  5272  1 0
  5273  1 0
  5276 -1 2
  5287  1 0
  5303 -1 1
  5309  1 0
  5320  1 0
  5321 -1 1
  5322  1 0
  5323  1 0
  5324 -1 1
  5325 -1 1
  5335  1 0
  5336  1 0
  5338  1 0
  5340 -1 1
  5342  1 0
  5358  1 0
  5360  1 0
  5361 -1 1
  5362  1 0
  5368  1 0
  5371  1 0
  5372  1 0
  5373 -1 3
  5376  1 0
  5377  1 0
  5379 -1 2
  5380 -1 1
  5383  1 0
  5410  1 0
  5416  1 0
  5417  1 0
  5418  1 0
  5436  1 0
  5437  1 0
  5439  1 0
  5951  1 0
  6021  1 0
  6026  1 0
  6027 -1 2
  6028  1 0
  6053  1 0
  6055  1 0
  6057 -1 1
  6059  1 0
  6061 -1 1
  6062 -1 2
  6063  1 0
  6065 -1 1
  6066 -1 1
  6067 -1 1
  6068  1 0
  6088  1 0
  6090 -1 1
  6092  1 0
  6093  1 0
  6095  1 0
  6096  1 0
  6097 -1 1
  6100  1 0
  6103 -1 1
  6106  1 0
  6121  1 0
  6122  1 0
  6123  1 0
  6124  1 0
  6125  1 0
  6126 -1 3
  6129 -1 3
  6130  1 0
  6131  1 0
  6132 -1 2
  6137  1 0
  6138 -1 1
  6141 -1 3
  6144  1 0
  6148  1 0
  6152  1 0
  6155 -1 1
  6159  1 0
  6164  1 0
  6168  1 0
  6169 -1 2
  6170  1 0
  6177  1 0
  6179  1 0
  6184  1 0
  6187  1 0
  6190  1 0
  6191  1 0
  6193  1 0
  6194 -1 3
  6196  1 0
  6197 -1 1
  6201 -1 1
  6202  1 0
  6203 -1 2
  6204 -1 1
  6214 -1 1
  6224  1 0
  6225  1 0
  6226 -1 1
  6233 -1 2
  6239  1 0
  6240  1 0
  6241 -1 1
  6253  1 0
  6259 -1 1
  6263  1 0
  6264 -1 1
  6265  1 0
  6266  1 0
  6268 -1 1
  6269  1 0
  6273  1 0
  6277  1 0
  6279  1 0
